0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,570,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8258,8235,3,12,1,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,74862,71063,89,446,38,238,155,470,58,294,107,456,50,218,47,184,82,310,290,854,356,923,556,864,255,565,195,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25856,34,1275,6476,637,3563,2534,6814,1314,5875,2143,7595,1276,4621,1374,3983,1558,5169,4511,11914,5482,13292,7818,12915,5844,16450,11667,31647,24174,49936,51270,80508,81832,91285,103945,81693,90290,52133,57278,24222,26272,7927,8920,2004,2502,494,673,109,193,34,48,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,210410,794,11741,59344,6509,33018,24554,60121,14414,56844,21366,63255,14242,44156,17269,42854,19474,58456,47545,112629,59750,136519,102040,193532,141155,283893,279733,418513,420555,446573,504645,370578,423361,210238,250946,85844,100944,24751,29554,4863,6180,687,1013,138,186,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9378,1,78052,389116,46364,214314,164277,370209,101875,356177,139468,349045,99552,272088,132548,301204,164305,438370,343673,732095,460404,922028,805794,1340682,1189180,1655042,1797061,1726859,1931194,1257258,1623126,661639,991779,225449,549950,57898,329688,10786,193150,1341,89908,118,30377,6,7964,0,2014,0,500,0,125,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,72942,0,398838,1947348,247618,1046214,820284,1714226,520959,1621883,667724,1433561,500268,1236437,719542,1538229,951553,2249309,1796353,3399119,2471172,4266566,4161901,5576969,5577699,5428150,6675791,4121966,5658306,2162241,3966244,747587,2078130,161299,924602,26138,347247,2839,99627,114,20074,5,2663,0,610,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1273,0,1628723,7740021,1037303,4014361,3205963,6248457,2051121,5711133,2490379,4667335,1943308,4439284,2981589,6032919,4058297,8490248,7097798,11893512,9777902,14207561,15236555,15841971,18033035,12015967,17665541,6683497,12297606,2540136,7203630,580281,3000964,87968,1012803,10238,321224,661,107032,24,37640,1,11859,0,3019,0,739,0,221,0,40,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8982,0,5456220,25098920,3512726,12468618,10120407,18476397,6459230,16157091,7499787,12494244,6063922,12973925,9782236,18573353,13266825,24598096,21868359,32272985,29551354,35464734,41965845,33086781,44029450,19568380,36255842,8058431,21154780,2187891,10322452,319414,3367864,34064,878069,2456,215991,70,46611,0,7828,0,856,0,202,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,15273588,67682080,9821535,32000146,26371264,45243741,16683197,37659421,18659554,28100277,15581523,31384530,26010637,45771869,34454942,56656495,54187156,69893322,71161003,69284240,92176428,53549242,86101655,24547191,59829060,7496681,29168234,1447462,11689989,129498,2919236,8769,610018,317,123461,4,24787,0,6012,0,1556,0,366,0,56,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,36208623,153906991,23021699,68869360,57608227,93081925,35953727,73559427,38938081,53710832,33468607,63363069,56958840,91719234,72906807,106356755,110448990,123450867,140170564,109220788,166280442,69615147,138358403,24629684,81300139,5622284,33107405,772188,10783093,38679,2014873,1448,329622,22,51957,0,7637,0,886,0,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,73415012,298193162,45747261,125631437,106683216,162527924,65427430,121796787,68851532,87721513,60715648,107402923,104059244,151545212,128182953,165839158,188684870,181195767,230827582,142443768,252086677,74784702,186183991,20360676,91810646,3554516,31100288,364815,8294139,8754,1134232,158,146118,3,18485,0,1830,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,128232957,496030149,77695797,195765282,168815496,242518203,101373389,172235468,103898217,122668326,93721835,153671545,160306296,208978178,190042749,217846511,273780880,224367486,322299291,156942761,325091508,68056227,212075515,14221342,87183813,1967945,24831599,166222,5509495,1487,526225,18,48281,0,3663,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,193956655,712334187,113435424,261996024,229508342,310614453,134484114,208968265,134469600,146924983,123800430,186547967,210062154,242956798,240191233,243540020,340443616,237210761,385171979,148769694,360015200,53554459,206421952,8555993,70328055,981734,17236100,75302,3293985,184,200753,1,10859,0,366,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,254925812,886451536,142919816,302195940,268987452,342265048,153302074,218028832,149769908,150638237,140532660,193014874,235698408,240024498,260748691,233270366,364771371,216124381,396368790,123147678,344616068,37094968,173276390,4498401,48731309,444412,10686477,33692,1834272,17,61926,0,1449,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,291744582,958041256,155728738,300937084,272219074,324618113,150449158,195720258,143829642,132018228,137478506,170835399,227485502,202587198,244243086,192081074,337620377,170832593,352604975,90098087,286823928,22979889,126493251,2088339,29276681,179108,6045197,14198,971840,1,16203,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,290911888,899948414,146836820,258754886,237876534,264672566,127180554,150991683,119150812,98657710,116065240,129651926,189335780,146466465,197771129,136028112,270078685,117660713,271801416,58781470,208527977,12893019,80876900,862018,15370805,62533,3151387,5635,497178,0,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,252586323,734344053,119693583,191784447,179195040,184958071,92532968,99830797,85047412,62626244,84553048,84430193,135970512,90689283,138336121,82659264,186495941,70720918,181684633,34364647,132866705,6623792,45559784,319206,7101230,18305,1507620,2055,239354,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,190581495,519460855,84127816,122101274,115986334,110243271,57820998,56307659,52144476,33573598,53057684,47108507,84142983,47951373,83316747,42887378,110862198,37025814,105245839,18006320,74297938,3140146,22684134,107519,2895357,4297,646928,689,107525,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,124527843,317410732,50757363,66395160,64172482,55652569,30916084,26906822,27317362,15072367,28574338,22424620,44721112,21532170,42953996,18857187,56490890,16781782,52692368,8410902,36408320,1376444,9992857,33594,1045448,754,241449,182,43337,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,70100503,166636266,26112535,30580497,30126675,23563456,14065305,10785200,12131106,5597651,13129802,9035326,20299002,8146439,18791256,6955530,24524441,6510990,22685553,3459524,15558466,555178,3886014,9677,333933,82,75980,34,15274,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,33752202,74595914,11347124,11791382,11880061,8257107,5400239,3575244,4515802,1689734,5102815,3043156,7800914,2569551,6891589,2124371,8995247,2124781,8331890,1228650,5745129,203185,1324753,2493,93946,4,19410,3,4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,13763222,28182113,4110622,3744958,3881264,2351138,1729178,960414,1387681,404012,1656437,841080,2506176,666177,2084266,528482,2756219,568774,2579758,366898,1806052,65601,391225,553,23239,0,3810,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,1,4689655,8860295,1218879,957684,1030875,530026,453957,202925,344731,73564,440997,185701,660908,139028,508338,104853,694655,120538,661441,88916,472990,18085,98736,109,4846,0,537,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1310772,2273825,288198,190849,216739,91013,95294,32223,67245,9568,93700,31459,139383,22574,96926,16122,140787,19218,136842,16636,100099,4111,20772,16,789,0,46,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,292742,463507,52257,28208,34676,11184,15394,3570,9873,784,15208,3831,22644,2690,13816,1832,22168,2138,21910,2212,16371,735,3546,4,87,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
