0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,640,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9915,9895,1,4,1,6,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,95315,88645,37,201,37,266,132,589,36,297,78,550,38,137,112,323,151,533,159,486,470,1248,578,1713,965,1948,632,1429,415,720,45,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,674349,602195,642,3780,631,4290,2046,9259,922,6555,1786,10102,863,2937,2524,6771,3068,9554,3215,8556,7282,16664,7217,17292,10044,13214,3521,6166,990,1645,100,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,622764,17832,7018,41837,6716,43392,20069,87913,11181,69956,19829,93900,11492,37431,29185,76930,31703,87707,30311,65725,59214,120585,53733,117740,78529,114659,45943,130009,89358,242914,170168,372505,329033,522723,483831,567803,594313,499863,563069,326677,363195,182962,194550,105920,111267,57065,57382,25459,25822,10815,10487,4749,4795,1739,1762,501,564,166,194,41,40,2,3,0,0,0,0,0,0,0,0
6,2772545,37610,54603,322354,50594,307182,140583,583057,87772,484896,145029,580195,96805,297835,210150,518326,213384,525207,201865,383633,363769,711963,363772,785562,581846,1023165,580804,1322210,1094815,1977794,1671940,2313989,2335282,2314941,2564485,1752170,2182974,998496,1313277,478529,608977,225658,269102,105764,129294,45693,55454,18254,22777,6690,8090,2052,2886,520,732,81,205,13,29,1,0,0,0,0,0,0,0,0,0,0,0
7,748856,173,323271,1863832,289007,1637340,752072,2914565,500159,2447475,779573,2659557,572486,1646571,1085993,2462763,1064351,2356920,1056798,1874868,1790707,3388429,1975246,3978792,3109641,5359636,3632617,6634756,6010218,8230526,8077209,8019676,9825631,6299014,9547350,3438512,7120294,1319251,4294110,484365,2304246,191308,1188869,71969,662882,25816,335974,8207,159100,2272,64575,443,30057,75,10838,8,3519,0,1138,1,324,0,9,0,0,0,0,0,0,0,0
8,1770215,26,1518664,8469190,1306861,6873792,3202207,11502954,2200077,9564759,3262495,9579878,2539220,6773177,4327905,8965542,4189593,8435914,4430582,7527507,7156530,12801027,8356290,15044019,12425472,19349098,15176365,22039526,22619712,23777695,28301567,20228251,31543768,12828176,26845425,4934307,16167255,1216047,7364230,315636,3115943,99037,1419149,29127,665264,8687,281063,2135,118252,441,42738,47,15166,5,3126,0,795,0,71,0,0,0,0,0,0,0,0,0,0,0,0
9,403314,0,5824356,31198281,4815900,23426743,11155764,36957121,7756541,30049429,11008425,28078408,8831476,21717165,13865151,26217631,13462172,24841314,14995733,24288247,23186563,38227952,27457325,43219039,38278733,51950053,47006287,55183667,65607529,54343403,78887025,41886261,80931488,22078242,60194241,6169146,29501580,950508,10597793,151078,4011973,33312,1765126,7148,817762,1545,362276,277,155929,26,58720,4,24667,0,8343,0,2670,0,866,0,268,0,4,0,0,0,0,0,0,0,0
10,434414,0,18609369,95243732,14763544,66216840,32420218,98727306,22470572,77807393,30651865,68522324,24848909,56103227,36654979,63415972,36034048,61163766,41432891,63096106,61573701,91761060,72350062,98717454,95759514,112486963,117407266,113942422,156499673,105882926,181049830,75237007,172209888,33916469,112966785,7232508,44205369,702704,11829615,59803,3644071,7609,1447248,1066,601678,123,237394,19,94081,0,33402,1,11528,0,2228,0,611,0,47,0,0,0,0,0,0,0,0,0,0,0,0
11,77440,0,50280461,244893908,38220559,157664438,79700555,222640916,54426342,168944787,71584284,141462825,57847464,119631193,81374753,129273644,81456311,127204999,94857701,134061592,136231572,181416898,157445241,186955273,200496665,206179066,243666524,202481863,313191672,181099679,350054811,119999939,312688984,47716907,182838603,8279775,57825103,556207,11538142,24153,2911116,1423,1076951,106,426991,9,169336,0,65587,0,23920,0,8662,0,2697,0,790,0,275,0,88,0,0,0,0,0,0,0,0,0,0
12,2908,0,116177094,536803830,84497679,319915606,167445784,428537514,111600340,311442428,141890810,249851750,113274539,214350961,153556758,224794617,157137949,225300428,182672611,237400883,254805822,301995438,288831964,302077331,358007275,328615976,429660669,316199013,536606631,274842208,582844908,171798279,493989664,62135180,261786481,9315439,68253933,468736,9872766,10935,1931214,238,641907,10,233727,0,86281,0,31515,0,11232,0,3482,0,656,0,189,0,12,0,0,0,0,0,0,0,0,0,0,0,0
